Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,Temp,RH,WS,WD,SR,BP,AT,AQI
12-01-2020,261.05,422.33,2.81,70.68,63.77,11.36,3.12,22.32,28.05,61.61,0.88,74.45,51.2,742,13.61,408.5
13-01-2020,236.05,336.25,2.66,61.24,68.33,7.67,1.82,13.79,28.27,64.93,2.57,115.9,39.71,741.41,13.98,389.2692308
14-01-2020,184.62,260.44,2.18,54.06,70.79,9.42,1.5,11.46,28.51,69.07,2.87,54.02,40.3,742,13.32,349.7076923
15-01-2020,151,208.58,2.48,60.01,70.35,13.74,1.33,14.98,28.49,64.01,2.53,52.73,46.95,742,13.65,323.8461538
16-01-2020,147.17,198.43,2.38,63.24,73.55,19.78,1.33,7.68,28.43,66.71,2.09,60.01,30.49,742,12.79,320.9
17-01-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
18-01-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
19-01-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
20-01-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
21-01-2020,209.56,371.77,4.91,70.69,50.12,11.98,1.91,30.08,28.22,67.37,1.12,88.19,50.21,742,14.38,368.8923077
22-01-2020,189.73,284.19,2.72,77.9,46.92,8.01,1.72,32.97,28.16,68.65,2,45.95,53.28,742.2,12.82,353.6384615
23-01-2020,62.56,134.6,2.07,46.47,34.76,6.16,0.74,36.97,28.58,50.05,4.52,48.67,62.61,742,14.66,123.0666667
24-01-2020,68.8,162.24,2.88,58.74,33.31,8.32,0.89,44.01,28.64,46.57,3.11,46.45,62.09,742,14.76,141.4933333
25-01-2020,163.36,291.91,3.29,80.2,37.72,12.14,1.98,37.44,28.28,55.29,1.25,65.64,57.56,742,13.33,333.3538462
26-01-2020,229.86,377.1,3.69,31.415,31.05,11.61,2.01,31.81,28.24,59.9,1.19,58.33,57.43,741.98,14.14,384.5076923
27-01-2020,185.04,284.52,3.69,31.415,31.05,14.76,1.76,23.72,28.21,59.91,1.47,81.34,52.35,741.38,15.78,350.0307692
28-01-2020,128.83,170.25,2.36,53.4,77.3,13.83,1.18,29.73,28.47,63.86,2.93,100.14,46.49,741.28,16,306.7923077
29-01-2020,86.04,157.16,2.47,62.19,57.85,16.03,1.17,19.98,28.47,62.21,2,58.08,61.65,742,15.63,186.8
30-01-2020,85.69,160.26,2.54,59.18,48.07,14.98,1.09,28.89,28.72,58.28,2.81,41.93,65.8,742,14.94,185.6333333
31-01-2020,87.95,177.69,2.84,73.81,44.5,13.7,1.14,29.44,28.81,55.93,2.14,47.8,71.09,742,13.44,193.1666667
01-02-2020,124.09,220.7,2.7,73.02,53,17.04,1.48,35.33,28.53,61.46,1.76,57.96,61.12,742,13.12,303.1461538
02-02-2020,107.45,182.67,2.75,70.45,51.42,11.08,1.41,35.38,28.75,59.54,1.92,40.42,68.69,742.17,13.31,258.1666667
03-02-2020,127.62,230.24,3.77,98.12,53.48,13.2,1.85,49.62,28.87,54.93,1.42,57.07,76.65,742.13,14.53,305.8615385
04-02-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
05-02-2020,84.69,191,2.12,61.59,44.98,13.22,1.12,39.1,28.18,49.78,3.43,50.19,30.72,742,16.75,182.3
06-02-2020,128.29,229.12,3.06,91.01,52.32,13.05,1.17,38.06,28.39,55.96,1.32,52.09,68.46,742,13.98,306.3769231
07-02-2020,186.92,308.71,3.09,86.61,57.67,20.22,1.5,41.38,28.09,56.42,1.64,49.48,57.78,742.12,13.68,351.4769231
08-02-2020,131.62,228.46,2.75,82.06,50.9,13.79,1.27,36.23,28.16,54.92,2.17,41.23,66.62,742.27,14.78,308.9384615
09-02-2020,150.33,272.12,4.25,85.03,49.81,12.79,1.66,42.81,28.06,56.5,1.3,31.75,69.55,742.33,14.56,323.3307692
10-02-2020,182.67,334.21,3.45,104.41,52.89,16.87,2.03,44.1,28.09,57.22,1.19,44.99,65.44,742.15,14.22,348.2076923
11-02-2020,200.46,377.88,3.76,109.39,48.86,9.73,2.33,65.45,28.09,56.05,1.21,58.35,70.59,742.23,14.78,361.8923077
12-02-2020,163.62,274.54,2.63,81.94,51.91,16.03,1.23,40.605,28.13,53.75,2.67,53.95,66.91,742.05,17.58,333.5538462
13-02-2020,74.08,167.62,2.19,52.23,37.81,18.41,0.98,7.56,28.11,46.83,4.54,43.49,73.26,742,21.38,146.9333333
14-02-2020,58.3,175.38,2.19,41.6,31.53,13.85,0.82,33.78,28.14,46.08,4.89,46.05,75.42,741.85,20.25,150.2533333
15-02-2020,65.83,168.38,2.7,61.92,28.76,15.32,1.05,43.91,28.05,43.48,3.06,41.86,76.9,741.75,19.07,145.5866667
16-02-2020,120.5,238.62,3.26,84.17,37.36,18.39,1.31,38.54,27.96,48.08,1.84,48.61,75.01,742,18.79,300.3846154
17-02-2020,143.56,263.17,3,90.53,42.33,16.22,1.73,34.81,28.02,49.81,1.99,67.11,74.71,742.03,18.82,318.1230769
18-02-2020,101.25,211.21,2.75,81.48,35.19,19.04,1.23,41.61,27.99,42.86,2.09,46.1,76.54,742,19.64,237.5
19-02-2020,138.5,240.12,2.53,61.93,45.2,17.46,1.39,44.03,27.87,50.25,3.19,130.72,66.61,741.79,18.85,314.2307692
20-02-2020,104.79,206.5,2.36,32.41,45.96,17.08,1.19,67.01,27.75,48.94,5.56,138.28,68.94,742,21.94,249.3
21-02-2020,50.62,80.12,1.9,29.72,37.97,14.49,0.8,43.3,27.93,62.77,3.69,106.61,33.41,742,17.33,84.36666667
22-02-2020,50.45,106.79,2.89,50.79,31.05,16.36,1.21,28.11,27.84,59.62,1.62,92.67,63.88,742.29,19.26,104.5266667
23-02-2020,100.46,179,2.43,56.17,39.56,21.99,2.05,41.19,27.82,56.35,1.42,53.24,65.57,742.17,21.28,234.8666667
24-02-2020,62.96,137.21,2.48,57.99,34.69,22.16,1.38,40.51,27.9,54.02,2.19,43.6,77.92,742,20.71,124.8066667
25-02-2020,127.25,226.12,2.86,79.09,42.09,22.17,1.58,36.04,28.13,57.58,1.6,56.38,66.03,741.9,20.65,305.5769231
26-02-2020,135.12,225.88,2.4,58.93,42.53,18.47,1.38,43.17,28.57,57.53,1.86,104.45,69.78,742,21.38,311.6307692
27-02-2020,93.54,158.08,2.33,44.56,41.95,12.75,1.12,36.6,28.57,60.68,2.45,128.6,65.67,742,21.08,211.8
28-02-2020,87.08,144.21,2.16,32.39,38.5,12.89,0.96,46.39,28.81,59.1,4.73,147.68,64.58,742,21.6,190.2666667
29-02-2020,60.63,104.55,2.24,29.39,33.69,11.73,0.68,45.53,28.98,60.43,4.36,131.41,65.02,741.8,20.88,103.0333333
01-03-2020,34.23,83.82,2.96,36.84,29.19,11.32,1.01,41.65,28.85,61.19,1.59,121.8,84.24,741.97,20.85,83.82
02-03-2020,82.36,156.21,2.78,67.65,42.02,18.02,1.5,38,28.96,62.6,0.77,60.9,76.68,741.94,22.27,174.5333333
03-03-2020,91.88,209,3.36,73.45,42.87,18.01,1.46,37.4,28.96,54.33,0.98,49.93,84.72,741.47,22.87,206.2666667
04-03-2020,87.09,190.54,2.25,48.74,40.04,18.6,1.11,39.43,28.87,54.8,2.09,96.6,76.54,741.45,21.69,190.3
05-03-2020,30.3,56.7,2.51,32.85,28.88,11.02,0.74,36.66,28.4,60.03,3.1,107.14,108.12,741.55,19.3,56.7
06-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
07-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
08-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
09-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
10-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
11-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
12-03-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
13-03-2020,31.84,126.69,2.11,26.62,23.53,10.01,2.42,59.89,29.24,46.04,2.73,125.31,122.61,742,24.77,117.7933333
14-03-2020,36.58,75.71,1.99,37.34,24.31,9.76,2.92,28.4,28.74,64.28,2.05,91.9,67.35,742,18.79,111.5
15-03-2020,52.04,113.08,2.2,42.74,23.19,16.2,2.66,35.77,28.79,58.69,1.08,64.39,89.22,742,19.13,108.72
16-03-2020,53.96,139.62,2.13,51.66,25.98,10.65,4.17,55.05,28.74,54.08,1.37,42.15,88.47,742,21.51,127.125
17-03-2020,59.67,158.21,2.29,58.03,26.58,9.86,3.65,50.8,28.74,51.7,1.78,46.92,104.19,742,22.96,138.8066667
18-03-2020,87.49,175.46,2.47,52.73,27.93,13.18,3.19,48.62,28.76,50.05,1.75,39.98,101.43,742,24.11,191.6333333
19-03-2020,92,240.55,2.18,67.04,35.35,24.25,3.49,55.81,28.71,54.18,0.82,62.93,92.05,741.62,24.98,206.6666667
20-03-2020,92.05,213.67,2.29,54.83,36.04,18.63,4.41,44.99,28.59,52.34,1.1,88.99,82.76,741.4,26.04,206.8333333
21-03-2020,72.21,179.25,2.47,48.25,32.02,17.7,4.34,57.76,28.57,47.79,1.01,77.41,85.73,741.67,26.38,152.8333333
22-03-2020,85.08,150.54,2.28,29,33.02,15.14,4.9,56.43,28.69,49.44,1.38,54.25,99.83,741.9,26.06,183.6
23-03-2020,55.14,102.92,2.09,27.14,31.03,14.44,4.01,50.91,28.67,49.1,0.95,78.69,97.66,741.98,26.36,125.125
24-03-2020,71.12,138.49,2.24,21.89,34.67,16.74,5,40.51,28.65,49.92,1.64,100.02,72.64,741.46,25.72,137.5
25-03-2020,31.76,67.71,2.13,16.67,32.57,11.49,3.51,39.35,28.75,51.26,1.83,59.8,104.77,741.69,27.07,118.875
26-03-2020,31,70.98,2.1,14.42,31.09,10.07,4.66,31.34,28.8,51.72,1.96,47.98,67.39,741.84,26.17,133.25
27-03-2020,20.5,40.5,2.07,11.96,29.06,9.46,3.85,28.68,28.76,58.42,2.12,85.24,60.58,742,23.46,123.125
28-03-2020,17.75,31.33,2.07,12.77,26.24,7.16,4.28,34.45,28.76,57.55,2.48,47.9,116.44,742,23.59,128.5
29-03-2020,14.13,46.25,2.01,10.93,23.35,7.87,3.73,50.26,28.7,46.85,3.79,45.05,118.16,741.91,25.96,121.625
30-03-2020,25.17,56.62,2.04,12.85,22.32,7.14,3.66,55.06,28.77,45.71,2.72,39.61,116.71,741.95,25.73,120.75
31-03-2020,24.12,60.54,2.04,13.15,22.84,11.87,3.37,56.59,28.93,43.68,2.66,49.67,104.86,741.71,27.26,117.125
01-04-2020,24.28,59.75,2.18,11.69,25.48,11.51,3.71,55.36,28.88,45.62,2.26,53.71,110.46,741.5,28.08,121.375
02-04-2020,20.08,52.84,1.96,9.52,22.57,9.61,3,56.35,28.8,43.2,3.26,47.25,118.94,741.67,27.25,112.5
03-04-2020,19.8,50.75,2.06,11.52,18.98,12.03,2.77,70.45,28.94,37.67,3.18,43.33,121.22,741.98,26.45,109.625
04-04-2020,28.29,67.03,2.12,14.59,21.35,12.83,2.92,64.94,29.11,38.89,2.35,44.84,120.5,741.85,27.24,111.5
05-04-2020,55.25,103.33,2.01,14.95,27.26,14.68,3.32,63.44,29.05,41.33,1.63,62.78,112.34,741.96,28.38,116.5
06-04-2020,61.36,119.75,2.13,14.95,28.03,10.39,3.13,60.46,29.29,38.55,2.19,58.15,117.66,741.93,31.11,114.125
07-04-2020,25.02,101.83,2.11,9.6,23.56,12.76,1.46,64.02,29.34,39.25,3.76,55.33,114.47,741.43,29.74,101.22
08-04-2020,22.42,88.88,2.09,11.53,20.58,12,1.99,64.26,29.64,36.78,3.48,52.5,117.3,741.59,29.32,99.5
09-04-2020,26.15,68.96,2.06,11.53,19.36,8.85,2.03,66.6,29.52,38.45,2.37,44.69,116.91,741.64,28.44,100.375
10-04-2020,51.58,106.89,2.15,18.81,22.51,10.54,2.65,57.18,29.46,38.66,1.67,39.02,117.28,741.73,30.27,108.125
11-04-2020,65.99,140.77,1.97,14.9,25.11,13.01,2.14,60.5,29.35,36.83,1.94,58.64,112.26,742,33.07,127.18
12-04-2020,25.45,83.8,2.11,9.62,21.03,11.3,1.58,68.9,29.31,36.11,2.79,40.94,119.51,741.59,32.52,83.8
13-04-2020,51.22,142.84,2.08,13.91,20.81,11.93,2.44,51.82,29.16,37.68,1.93,33.94,117.02,741.33,33.46,128.56
14-04-2020,50.21,142.56,3.69,31.415,31.05,17.31,1.93,53.81,29.31,36.01,0.79,105.49,94.76,741.53,35.54,128.3733333
15-04-2020,64.42,232.18,3.69,31.415,31.05,15.35,2.56,56,29.49,33.88,1.61,90.98,103.9,741.39,35.32,188.12
16-04-2020,85.96,245.79,3.69,31.415,31.05,16,2.38,59.89,29.8,34.34,1.7,48,101.28,741.21,34.72,197.1933333
17-04-2020,24.66,110.66,3.69,31.415,31.05,14.7,1.84,69.86,29.65,33.23,2.52,82.32,105.66,741.18,34.54,107.1066667
18-04-2020,24.92,124.25,3.69,31.415,31.05,9.92,1.86,62.85,30,39.33,2.82,93.28,100.41,741.35,31.94,116.1666667
19-04-2020,29.68,63.69,3.69,31.415,31.05,10.11,1.99,61.19,30.09,41.19,2.34,54.48,115.99,741.28,30.54,99.5
20-04-2020,65.59,156.59,3.69,31.415,31.05,9.74,2.29,36.46,30.21,43.68,1.19,88.4,58.88,741.3,28.06,137.7266667
21-04-2020,36.35,100.93,3.69,31.415,31.05,10.61,1.86,62.72,30.7,41.65,1.75,55.65,113.29,741.31,29.97,100.62
22-04-2020,61.79,137.46,3.69,31.415,31.05,14.3,2.13,58.27,30.49,38.05,1.43,66.26,121.82,741.27,31.34,124.9733333
23-04-2020,59.08,157,3.69,31.415,31.05,15.19,1.69,58.27,31.19,39.71,1.66,116.24,79.41,741.2,31.45,138
24-04-2020,57.36,125.73,3.69,31.415,31.05,12.49,1.83,71.24,30.73,39.03,1.69,124.7,117.24,741.07,32.81,117.1533333
25-04-2020,36.91,112.49,3.69,31.415,31.05,12.64,2.06,71.2,30.89,37.06,1.79,120.69,109.21,741.07,33.34,108.3266667
26-04-2020,55.68,161.41,3.69,31.415,31.05,10.9,2.05,54.42,31.63,51.47,2.66,117.18,46.61,741.23,26.87,140.94
27-04-2020,29.36,51.85,3.69,31.415,31.05,6.81,2.18,61.7,30.82,54.66,3.58,132.64,120.6,741.76,27.3,102.25
28-04-2020,45.94,92.89,3.69,31.415,31.05,7.92,1.57,61.22,30.92,48.46,1.92,102.54,109.66,741.75,30.2,92.89
29-04-2020,58.69,128.16,3.69,31.415,31.05,9.22,1.41,68.78,30.89,45.51,1.91,121.16,110.54,741.37,33.09,118.7733333
30-04-2020,48.13,122.31,3.69,31.415,31.05,10.4,1.57,68.24,30.72,45.57,2.37,103.42,110.84,741.31,33.6,114.8733333
01-05-2020,54.49,128.4,3.69,31.415,31.05,11.49,1.26,65.08,30.97,49.48,2.45,126.85,113.23,741.18,32.96,118.9333333
02-05-2020,32.34,107.01,2.05,9.98,35.33,8.74,1.29,66.23,31.15,47.77,4.26,139.95,114.52,741.12,32.5,104.6733333
03-05-2020,32.87,84.23,2.24,14.91,50.99,5.94,1.62,52.54,31.39,53.29,3.26,118.71,66.54,741.11,29.82,84.23
04-05-2020,26.35,63.1,2.06,18.68,42.2,10.85,2.02,58.47,30.87,49.74,1.42,74.29,121.55,741.35,30.62,100.25
05-05-2020,50.24,111.53,2.09,25.09,38.86,12.35,1.7,65.99,30.71,43.01,1.86,58.77,109.34,741.23,33.45,107.6866667
06-05-2020,48.27,144.77,1.78,18.68,34.92,12.74,2.9,71.75,30.56,42.71,2.39,95.32,92.07,741.18,32.33,129.8466667
07-05-2020,30.09,96.88,1.97,15.41,27.75,9.39,1.38,87.59,31.16,39.85,2.36,106.97,122.17,741.23,32.14,96.88
08-05-2020,50.55,113.86,2.09,17.58,34.2,13.19,1.38,90.89,30.66,42.48,1.99,115.1,111.87,741.1,34.64,109.24
09-05-2020,55.46,131.47,1.93,16.31,37.89,12.59,1.38,91.84,30.42,42.85,2.74,135.49,100.45,741.21,35.69,120.98
10-05-2020,41.88,107.16,1.99,17.18,32.89,9.99,1.38,64.62,30.89,50.48,3.69,129.93,61.08,741.2,29.37,104.7733333
11-05-2020,39.85,81.06,2.02,19.56,33.18,6.99,1.38,68.12,30.79,51.82,2.86,104.5,99.02,741.38,29.67,81.06
12-05-2020,42.45,82.59,2.05,19.55,33.82,11.76,1.38,74.8,30.68,46.32,1.75,118.9,93.68,741.33,32.63,82.59
13-05-2020,67.44,158.28,2.17,20.86,39.26,13.19,1.38,65.15,30.18,48.98,1.33,82.47,71.35,741.28,32.44,138.8533333
14-05-2020,52.08,142.54,2.08,20.59,32.26,13.79,1.38,65.87,30.67,44.14,1.85,71.67,101.38,741.23,33.36,128.36
15-05-2020,33.96,111.49,1.9,16.41,20.35,16.91,1.38,80.43,30.16,35.82,3.94,141.91,119.87,741.09,35.52,107.66
16-05-2020,51.59,126.49,2.12,18.02,14.73,21.42,1.38,90.88,30.02,34.16,2.75,127.91,120.53,741,35.85,117.66
17-05-2020,66.32,162.33,2.03,22.53,14.38,26.75,1.38,79.45,30.05,32.61,1.65,100.53,102.12,741,36.71,141.5533333
18-05-2020,80.65,183.41,1.88,27.92,31.05,37.02,1.38,77.18,30.35,31.36,2.02,94.08,111.42,741,36.57,168.8333333
19-05-2020,71.83,173.05,3.69,31.415,31.05,17.7,1.38,76.15,30.74,30.83,1.53,100.18,110.84,741,35.9,148.7
20-05-2020,46.44,142.92,3.69,31.415,31.05,20.11,1.38,74.42,30.41,28.73,3.06,122.15,123.74,740.9,36.15,128.6133333
21-05-2020,41.26,166.33,3.69,31.415,31.05,18.16,1.38,80.23,30.13,28.37,2.91,97.63,125.97,740.97,37.92,144.22
22-05-2020,67.4,195.73,1.69,72.96,0.8,21.6,2.37,80.65,29.21,29.66,1.47,88.09,125.06,740.73,39.09,163.82
23-05-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
24-05-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
25-05-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
26-05-2020,29.97,188.38,2.15,29.38,3.35,11.1,3.69,73.34,21.16,25.72,2.98,53.43,177.38,741,43.99,158.92
27-05-2020,40.08,177.38,1.97,20.11,5.51,15.6,2.58,90.1,21.89,31.33,2.28,93.23,119.73,740.46,40.9,151.5866667
28-05-2020,32.75,248.25,2.09,12.38,7.54,6.02,2.38,40.87,22.74,42.45,5.93,128.65,112.52,740.8,35.49,198.8333333
29-05-2020,19.83,52.5,1.98,13,2.98,11.14,2.4,42.69,24.01,51.32,4.66,120.51,100.21,740.98,30.92,105
30-05-2020,16.92,41.5,1.99,12.58,1.97,6.47,1.49,52.87,24.74,54.46,3.6,127.32,117.41,741,29.99,74.5
31-05-2020,17.08,32.13,1.92,15.71,1.83,7,2.91,38.03,24.77,63.13,2.6,105.55,108.43,741,27.63,111.375
01-06-2020,37.5,75.04,1.96,30.59,4.69,11.65,3.16,44.8,24.7,57.56,0.89,88.69,120.57,741.27,30.22,114.5
02-06-2020,45.49,103.67,1.98,24.31,6.86,10.11,0.91,52.22,24.6,50.04,1.82,98.52,124.22,741,33.1,102.4466667
03-06-2020,54.17,131.71,1.96,32.16,6.55,15.11,0.95,54.47,24.56,47.54,1.15,73.23,118.9,741,33.68,121.14
04-06-2020,60.96,142.71,1.86,37.06,2.47,13.29,0.91,34.07,24.67,52.64,1.66,104.17,59.22,741,31.75,128.4733333
05-06-2020,36.96,80.54,1.82,17.56,5.44,16.12,1.13,49.76,24.64,51.9,2.05,112.89,101.81,741,31.6,80.54
06-06-2020,27,66.33,1.96,15.84,4.38,11.38,1.78,49.89,24.6,51.04,2.09,131.36,121.45,741,32.61,89
07-06-2020,39.21,100.29,1.96,24.15,2.76,6.88,2.9,46.55,24.52,50.25,1.82,100.38,107.29,740.95,32.84,111.25
08-06-2020,48.8,117.83,2.01,28.4,3.73,12.3,1.84,56.99,24.43,47.49,1.59,71.29,115.29,741,34.52,111.8866667
09-06-2020,52.71,143.21,2.05,38.75,4.45,9.59,2.42,56.99,24.28,44.77,1.29,58.21,117.21,741,37.32,128.8066667
10-06-2020,61.04,163.21,2.02,37.05,4.33,12.52,2.07,51.44,24.4,46.55,1.42,112.24,113.01,740.85,37.14,142.14
11-06-2020,60.29,164.92,1.95,39.38,1.72,12.06,4.2,41.45,24.6,47.49,1.39,64.91,120.52,740.64,37.38,143.28
12-06-2020,50.17,133.5,2.01,22.49,0.5,9.78,1.83,36.45,24.44,46.24,2.02,109.44,117.67,740.48,38.28,122.3333333
13-06-2020,51.21,148.75,1.89,21.46,31.05,8.48,1.38,27.75,24.55,50.26,2.64,113.22,74.79,740.44,35.55,132.5
14-06-2020,55,148.67,1.93,22.2,31.05,8.62,1.38,18.23,24.4,49.44,1.72,98.82,109.41,740.98,37.26,132.4466667
15-06-2020,41.67,123,1.94,20.85,1.31,8.24,1.38,33.99,24.25,42.72,2.25,103.85,122.2,740.61,39.29,115.3333333
16-06-2020,28.88,91.71,1.91,17.79,1.72,9.25,1.71,29.81,24.38,43.46,3.09,130.34,122.14,740.08,38.76,91.71
17-06-2020,25.04,79.25,1.98,15.05,31.05,8.18,3.11,25.09,24.49,47.86,4.02,135.53,128.89,740,37.35,113.875
18-06-2020,30.42,89.04,2.04,14.78,1.45,9.31,1.38,33.6,24.45,46.8,2.87,122.48,126.67,740.17,38.32,89.04
19-06-2020,45,173.08,1.98,14.81,31.05,7.31,1.38,23.04,24.47,48.95,3.08,124.57,105.25,740.5,37.99,148.72
20-06-2020,33.19,113.33,1.98,20.43,31.05,8.8,1.38,17.67,24.55,51.69,2.06,89.35,79.91,740.81,34.39,108.8866667
21-06-2020,35.71,91,2.01,18.79,31.05,7.89,1.38,15.01,24.62,53.66,2.24,121.54,82.43,740.78,33.83,91
22-06-2020,36,76.62,1.9,22.4,0.25,7.63,1.48,31.57,24.5,54.06,1.8,101.56,117.35,740.71,34.18,76.62
23-06-2020,19.25,52.62,1.94,10.24,31.05,6.86,0.99,12.78,24.6,54.48,3.35,127.71,116.71,741,34.65,52.62
24-06-2020,24.6,56.25,1.93,13.61,31.05,5.21,1.38,10.73,24.64,59.61,2.28,125.12,68.45,741,32.83,56.25
25-06-2020,42.96,90.96,1.91,27.44,31.05,3.89,1.38,16.2,24.47,58.66,1.29,60.94,107.75,740.78,34.21,90.96
26-06-2020,43.08,111.42,1.9,21.78,31.05,4.92,1.38,11.8,24.44,57.1,1.51,86.84,104.12,740.52,34.99,107.6133333
27-06-2020,33.83,174.46,1.86,20.57,31.05,6.73,1.38,10.06,24.21,48.97,2.56,79.98,113.46,740.35,37.16,149.64
28-06-2020,48.21,295.04,2.01,20.78,31.05,8.5,1.38,6.81,24.1,46.26,2.53,79.42,116.49,740.33,38.98,245.04
29-06-2020,51,224.36,1.88,23.12,31.05,5.01,0.95,11.58,25.57,51.55,2.7,115.76,136.31,740.65,38.16,182.9066667
30-06-2020,41.17,128.25,1.92,19.61,31.05,4.97,4.59,11.58,25.29,51.08,1.89,132.81,125.79,740.92,37.26,132.375
01-07-2020,40.39,102.49,1.89,15.36,31.05,2.84,1.21,16.99,25.31,53.25,2.18,125.2,98.68,740.69,36.31,101.66
02-07-2020,55.14,132.28,1.89,18.35,31.05,2.66,4.62,20.46,25.16,49.36,1.71,119.37,101.6,740.29,38.05,132.75
03-07-2020,55.57,138.28,1.9,17.9,31.05,6.14,4.76,17.16,25.28,51,2.83,134.52,102.56,740.23,37.87,134.5
04-07-2020,36.31,83.6,2.08,10.82,31.05,3.91,1.38,16.07,25.35,55.67,3.84,136.36,115.27,740.26,35.34,83.6
05-07-2020,19.44,39.1,2.02,15.14,31.05,5.61,1.38,17.73,25.41,60.67,2.39,94.89,108.73,740.2,31.73,39.1
06-07-2020,36.78,71.31,2.01,14.05,31.05,4.71,1.38,15.27,25.59,60.14,2.7,129.07,97.24,740.15,33.53,71.31
07-07-2020,11.45,28.46,1.98,9.39,31.05,5.41,1.38,7.21,25.65,63.94,3.27,132.5,73.79,740.66,30.99,28.46
08-07-2020,16.22,35.19,1.88,11.42,31.05,3.83,1.38,8.89,25.54,64.11,2.85,132.81,73.03,741,32.23,35.19
09-07-2020,28.84,62.16,1.93,17.71,31.05,5.41,1.38,21.9,25.41,60.12,1.22,112.64,90.36,740.42,34.45,62.16
10-07-2020,20.6,78.18,1.92,19.04,31.05,3.45,1.38,16.08,25.39,55.97,2.14,91.33,112.42,740,35.94,78.18
11-07-2020,13.52,43.25,1.97,14.78,31.05,2.91,1.38,17.58,25.55,58.75,2.34,87.79,90.16,740.12,33.34,43.25
12-07-2020,16.57,47.58,2.02,12.45,31.05,3.25,1.38,18.32,25.5,55.65,2.53,73.5,102.99,740.41,33.19,47.58
13-07-2020,32.03,117.04,2.03,25.91,31.05,6.08,1.45,21.8,25.46,53.23,1.11,87.66,108.18,740.39,35.01,111.36
14-07-2020,38.62,157.3,1.89,23.09,31.05,5.03,1.38,24.4,25.46,52.2,1.38,96.66,108.32,740.64,36.88,138.2
15-07-2020,28,78.21,1.92,13.22,31.05,5.7,4.69,17.71,25.61,58.18,3.13,132.49,91.72,740.84,34.5,133.625
16-07-2020,22.45,53.12,1.9,15.78,31.05,5.37,1.38,10.78,25.58,61.51,2.1,124.54,91.73,740.65,33.68,53.12
17-07-2020,33.49,64.82,2,13.63,31.05,2.45,1.38,13.34,25.56,60.91,2.35,127.16,75.07,740.82,34.27,64.82
18-07-2020,23.77,55.41,1.91,10.42,31.05,4.25,1.38,6.69,25.52,61.27,2.09,125.48,77.94,741,33.91,55.41
19-07-2020,22.5,65.57,1.93,23.92,31.05,4.31,1.38,13.17,25.57,65.12,1.36,80.78,74.43,740.64,32.47,65.57
20-07-2020,13.96,43.18,1.88,20.44,31.05,4.4,1.38,19.7,25.57,61.12,1.78,84.35,79.58,740.19,31.49,43.18
21-07-2020,12.7,27.52,1.98,14.46,31.05,5.07,1.38,11.75,25.66,67.86,2.21,110.6,84.59,740.7,28.78,27.52
22-07-2020,11.25,29.02,1.97,18.25,0.33,5.57,1.38,10.38,25.67,69.11,1.63,77.2,53.26,741,28.58,29.02
23-07-2020,32.5,75.11,8.11,26.24,27.94,6.73,2.63,26.19,24.99,60.49,1.06,64.89,107.97,740.96,32.31,107.875
24-07-2020,38.68,82.04,11.78,9.35,8.53,8.9,2.94,22.7,23.07,60.42,2.38,125.49,99.74,741,32.73,111.75
25-07-2020,23.56,49.67,11.9,4.46,25.6,7.14,3.57,15.09,23.07,64.23,2.1,129.4,80.34,741,32.27,119.625
