Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,Temp,RH,WS,WD,SR,BP,AT,AQI
15-12-2018,153.07,252.95,20.65,94.88,48.45,9.2,1.08,29.18,28.66,56.84,1.95,49.66,50.91,742.22,15.63,325.4384615
16-12-2018,179.04,292.71,29.17,105.06,52.34,8.97,1.24,40.19,28.64,54.51,1.48,39.91,52.36,742.28,15.34,345.4153846
17-12-2018,227.05,379.5,46.34,122.96,57.02,15.73,1.39,47.45,28.64,54.36,1.33,43.81,45.39,742.1,14.31,382.3461538
18-12-2018,202.42,335.56,21.32,117.75,56.98,13.95,1.49,42.87,28.65,49.68,2.3,39.44,49.94,742,15.18,363.4
19-12-2018,204.25,330.17,22.15,112.51,50.79,10.72,1.23,35.91,28.56,51.12,1.69,46.78,49.77,742,14.64,364.8076923
20-12-2018,260.04,418.53,83.35,140.04,55.52,11.56,2.2,46.57,28.48,55.3,1.03,45.62,47.85,742,12.67,407.7230769
21-12-2018,288.38,435.03,67.19,138.78,67.27,9.42,2.15,33.44,28.41,56.35,1.29,47.27,48.32,742,12.56,429.5230769
22-12-2018,330.24,466.67,82.13,142.33,63.19,13.22,2.32,36.36,28.34,58.4,0.93,111.48,48.27,741.99,12.14,461.7230769
23-12-2018,348.79,474.8,57.96,111.19,66.42,6.59,2.18,38.44,28.31,62.26,0.84,132.32,46.28,742,11.96,475.9923077
24-12-2018,368.96,522.62,65.21,144.28,61.16,12.84,2.27,41.39,28.31,58.84,1.48,85.62,44.25,742,12.95,515.775
25-12-2018,271.4,385.74,27.78,99.4,56.39,6.1,1.69,42.24,28.42,57.04,2.16,46.81,47.69,742,13.29,416.4615385
26-12-2018,234.52,331.7,26.35,97.58,46.21,8.06,1.37,33.93,28.37,54.9,1.39,64.94,48.48,741.81,12.19,388.0923077
27-12-2018,256.62,372.24,38.49,101.14,53.68,12.63,1.6,38.06,28.43,52.49,1.24,99.96,46.32,742,12.92,405.0923077
28-12-2018,256,370.12,19.84,97.15,61.32,10.41,1.31,31.35,28.48,55.9,2.06,46.32,44.8,742,11.73,404.6153846
29-12-2018,242.5,359.71,55.78,122.46,48.33,11.23,1.36,33.02,28.42,53.68,1.58,32.93,47.89,742,11.55,394.2307692
30-12-2018,333.54,468.71,83.76,138.88,60.85,10.58,2.82,35.52,28.34,58.94,0.8,80.83,45.44,742.25,11.52,464.2615385
31-12-2018,339.25,486.85,57.57,132.25,59.14,11.34,2.51,37.84,28.33,55.39,1.45,78.23,48.4,742.16,12.64,471.0625
01-01-2019,314.75,460.92,67.99,129.58,63.43,15.74,2.81,34.24,28.33,58.74,0.83,111.32,44.65,742.14,12.81,449.8076923
02-01-2019,309.92,445.2,56.87,99.04,67.16,8.76,2.05,27.91,28.43,61.55,0.97,109.46,40.95,742.12,13.58,446.0923077
03-01-2019,348.12,473.21,57.54,123.74,57.39,12.81,2.08,31.55,28.39,59.62,1.56,71.48,42.76,742.16,13.78,475.4769231
04-01-2019,297.46,423.13,31.79,110.49,52.82,8.95,1.72,18.05,28.36,65.74,1.06,82.87,32.86,742,11.29,436.5076923
05-01-2019,245.61,349.2,16.57,80.86,50.49,8.08,1.76,31.78,28.33,59.48,2.03,110.34,45.88,742,13.54,396.6230769
06-01-2019,209.42,279.04,18.32,74.66,51.7,6.27,1.13,46.33,28.78,59.01,2.13,59.54,38.78,742,14.57,368.7846154
07-01-2019,204,287.92,22.23,102.76,51.27,16.4,1.05,40.605,28.5,58.67,2.64,44.68,48.8,742,14.64,364.6153846
08-01-2019,163.6,241.38,18.78,86.36,48.18,11.77,1.07,55.41,28.94,58.58,2.13,37.33,50.19,742,13.98,333.5384615
09-01-2019,142.3,233.03,9.06,72.59,41.47,15.3,0.95,40.605,28.39,54.55,2.34,42.56,54.02,742,13.89,317.1538462
10-01-2019,168.15,284.36,40.44,98.94,37.52,19.18,1.46,40.605,28.36,53.54,1.5,42.73,52.64,742,13.61,337.0384615
11-01-2019,270.07,418.72,85.66,144.03,43.03,20.07,2.31,40.605,28.33,57.6,0.76,78.98,44.77,742,12.95,415.4384615
12-01-2019,346.83,500.59,90.6,155.75,50.85,22.34,4.12,40.605,28.26,59.58,1.11,112.03,46.9,742,13.51,488.2375
13-01-2019,290.76,424.1,83.96,90.9,53.56,20.36,2.01,40.605,28.4,55.84,1.71,66.12,43.5,742.01,16.01,431.3538462
14-01-2019,83.37,163.33,4.12,55.22,34.71,19,0.74,40.605,28.45,47.45,3.15,39.91,56.17,742,14.15,177.9
15-01-2019,121.05,215.21,7.17,68.73,33.99,18.14,1.28,40.605,28.51,51.09,2.03,44.55,45.27,742,11.65,300.8076923
16-01-2019,243.07,386.99,56.03,128.57,42.26,22.4,2.69,40.605,28.38,58.96,0.99,138.61,47.36,742,11.27,394.6692308
17-01-2019,362.42,527.43,28.01,100.37,61.35,34.71,2.26,40.605,28.42,55.64,1.25,44.39,44.6,742,13.57,521.7875
18-01-2019,234.19,353.45,25.74,105.08,39.63,18.14,2.09,40.605,28.53,55.61,1.57,38.4,51.8,742,13.85,387.8384615
19-01-2019,252.76,387.73,40.56,117.34,45.31,21.77,2.17,40.605,28.5,57.1,1.06,76.14,49.85,742,15.43,402.1230769
20-01-2019,233.07,353.57,5.93,45.23,46.61,17.84,2.1,40.605,28.38,59.11,1.09,116.49,54.72,742,17.8,386.9769231
21-01-2019,158.15,234.72,5.13,38.14,47.48,12.22,2.37,40.605,28.42,61.14,3.24,124.52,25.41,741.6,16.43,329.3461538
22-01-2019,58.93,81.51,5.6,38.26,37.42,12.78,0.71,18.75,28.9,68.25,2.74,97.46,42.74,741.64,14.76,98.21666667
23-01-2019,126.57,236.76,31.53,79,33.01,17.97,1.37,25.9,29.44,64.2,1.58,50.74,64.59,742,14.28,305.0538462
24-01-2019,131.91,256.8,14.04,57.4,30.54,21.53,1.49,23.64,27.89,60.17,2.1,68.72,57.35,742.1,15.78,309.1615385
25-01-2019,77.62,137.18,5.85,45.99,28.25,14.25,0.73,38,27.4,58.49,2.7,54.67,69.28,742,14.36,158.7333333
26-01-2019,92.8,158.12,2.72,39.53,25.9,25.27,0.72,57.8,27.91,50.58,3.69,46.09,75.39,742.26,13.64,209.3333333
27-01-2019,118.42,179.86,4.76,56.54,28.43,11.3,0.87,39.1,28.07,52.3,2.87,44.04,58.71,742.25,11.87,294.7333333
28-01-2019,103.96,182.71,7.05,64.99,27.31,11.42,0.91,39.21,28.13,48.31,3.41,39.58,76.51,742.23,12.65,246.5333333
29-01-2019,122.98,220.68,14.88,83.06,29.79,16.1,1.11,38.72,28.22,48.81,2.51,36.36,75.84,742.08,13.38,302.2923077
30-01-2019,194.96,340.23,45.27,120.14,33.18,16.62,1.76,31.35,28.26,51.12,1.36,64.42,56.4,742,13.22,357.6615385
31-01-2019,175.52,292.97,4.54,49.63,34.66,9.65,1.34,40.35,28.22,53.17,2.81,97.42,50.65,742,14.73,342.7076923
01-02-2019,174.73,245.77,4.59,59.29,38.67,12.12,1.28,47.86,27.74,54.98,2.74,83.82,64.28,742,16.53,342.1
02-02-2019,221.73,308.89,9.95,77.02,45.11,7.88,1.23,24.18,27.34,65.3,2.99,44.39,56.8,742,12.92,378.2538462
03-02-2019,166.74,265.61,11.7,56.47,35.1,5.04,1.34,23.9,28.73,68.85,2.18,69.02,54.52,742,13.33,335.9538462
04-02-2019,152.53,253.75,17.27,80.48,31.8,4.91,1.82,27.48,28.97,63.14,1.02,70.71,71.44,742.16,13.59,325.0230769
05-02-2019,210.72,355.44,32.73,100.7,38.52,10.27,2.02,28.01,28.86,61.24,1.11,112.17,60.08,742,16.5,369.7846154
06-02-2019,188.58,246.83,6.63,36.08,82.14,10.24,1.22,25.64,28.55,64.79,2.66,120.56,64.95,741.4,18.6,352.7538462
07-02-2019,65.42,91.56,3.59,21.4,53.49,4.58,0.84,32.41,28.66,66.82,5.48,124.75,19.99,741.06,17.09,118.0666667
08-02-2019,71.43,163.73,8.75,56.86,28.18,10.35,0.89,35.24,29.18,56.06,2.6,48.78,74.21,742,14.92,142.4866667
09-02-2019,70.2,147.77,5.95,54.57,24.27,10.72,0.75,45.22,29.55,52.78,3.09,47,85.1,742,14.6,134
10-02-2019,126.77,230.96,30.91,81.97,26.35,10.43,1.23,36.91,29.75,55.22,1.67,40.29,70.33,742.06,14.58,305.2076923
11-02-2019,171.6,317.58,35.75,107.63,28.96,14.42,1.57,51.78,29.07,58.39,1.04,79.95,68.56,742.17,14.85,339.6923077
12-02-2019,212.81,383.08,79.54,144.77,35.24,19.1,2.06,2.07,27.84,57.52,0.96,90.54,62.14,742.18,16.94,371.3923077
13-02-2019,247.3,379.71,4.18,45.66,32.15,21.27,1.7,40.605,27.83,58.12,1.22,125.88,62.83,742.16,18.2,397.9230769
14-02-2019,175.56,240.54,4.43,33.72,60.71,7.65,1.08,15.29,27.32,60.53,3.8,121.52,51.06,742,17.83,342.7384615
15-02-2019,119.55,171.92,8.7,47.66,48.5,13.44,1.19,21.81,27.53,59.68,2.28,92.66,69.17,742,18.03,298.5
16-02-2019,137.18,202.47,6.12,51.99,44.74,15.02,1.58,29.28,27.4,64.83,3.07,65.42,44.33,742,15.85,313.2153846
17-02-2019,109.44,181.67,8.07,57.35,38.59,13.48,1.04,49.81,27.74,60.41,2.49,52.02,80.74,741.65,16.34,264.8
18-02-2019,108.56,182.62,10.96,56.19,36.06,22.2,1.28,44.23,27.78,56.25,2.5,103.06,60.56,741.14,17.89,261.8666667
19-02-2019,112.71,205.25,23.27,66.13,41.45,19.53,1.36,49.07,27.44,59.28,1.48,105.44,67.47,741.66,19.18,275.7
20-02-2019,86.71,147.92,6.14,48.52,39.04,15.9,1.09,23.05,27.49,61.21,1.97,102.12,29.84,742,18.87,189.0333333
21-02-2019,69.83,179.58,21.3,60.5,31.2,15.38,1.18,33.59,27.45,54.89,1.97,107.01,72.42,742,21.57,153.0533333
22-02-2019,83.68,170.25,14.26,46.27,38.75,12.78,0.97,48.62,27.53,55.97,4.11,61.02,84.14,742,20.15,178.9333333
23-02-2019,43.93,109.61,2.91,38.63,22.96,15.64,0.62,67.26,27.82,50.14,3.68,77.22,69.14,742,16.81,106.4066667
24-02-2019,91.12,187.17,13.82,68.4,31.04,22.12,1.58,67.23,28.24,48.48,2,78.31,88,741.31,18.01,203.7333333
25-02-2019,102.63,189.42,11.48,60.85,32.67,29.69,1.18,66.13,28.21,52.5,1.78,86.85,81.17,741.28,17.61,242.1
26-02-2019,50.22,87.12,6.49,44.12,27.08,21.6,0.93,41.18,27.5,57.69,2.37,95.67,44.43,741.18,14.69,87.12
27-02-2019,57.36,118.12,8.64,45.95,27.33,27.07,0.88,46.89,27.84,59.61,2.41,73.36,68.98,741.21,14.33,112.08
28-02-2019,97.51,190.85,30.2,70.95,30.96,20.79,1.43,61.16,28.22,55.35,2.23,79.68,93.93,741.72,14.64,225.0333333
01-03-2019,96.42,206.77,22.93,77.73,30.47,27.61,1.34,53.71,28.3,50.22,1.93,80.01,88.57,742,16.5,221.4
02-03-2019,101.88,173.22,26.75,77.31,37.97,24.71,1.57,23.03,27.88,61.82,1.37,88.73,28.16,742,15.24,239.6
03-03-2019,64.41,96.33,24.78,48.89,29.67,19.38,1.19,38.95,27.42,66.59,1.73,119.82,60.99,741.42,16.09,114.7
04-03-2019,130.56,213.71,34.53,72.36,39.72,14.59,1.43,53.68,27.6,64.76,1.51,85.31,60.3,741,18.38,308.1230769
05-03-2019,69.71,137.21,8.22,47.47,29.2,15.6,0.81,58.86,27.46,55.95,2.44,64.57,86.48,741.2,18.24,132.3666667
06-03-2019,81.54,194.62,31.21,76.01,28.46,18.05,1.19,51.02,28.22,51.51,2.35,86.51,98.83,741.32,18.4,171.8
07-03-2019,103.98,238.38,34.05,85.89,32.2,20.03,1.61,53.79,28.04,50.38,1.66,79.91,98.59,741.48,19.26,246.6
08-03-2019,111.7,266.17,30.56,85.49,37.52,32.75,1.6,85.67,28.29,50.01,1.84,65.76,88.81,741.72,20.38,272.3333333
09-03-2019,73.97,185.08,3.9,43.37,31.51,30.24,1.07,64.36,28.29,46.44,3.55,58.24,89.34,741.86,21.54,156.72
10-03-2019,76.66,185.25,5.03,55.71,32.18,25.29,1.09,72.43,29.03,44.67,1.94,55.11,100.39,741.83,21.35,156.8333333
11-03-2019,76.26,190.17,3.79,43.17,32.9,22.54,1.27,69.27,28.09,45.9,3.31,114.93,89.12,741.93,22.91,160.1133333
12-03-2019,65.51,154.71,3.82,38.48,33.77,27.31,0.93,54.54,28,48.17,3.21,72.88,78.34,742,22.28,136.4733333
13-03-2019,96.78,270.62,10.24,67.76,36.41,40.75,2.42,45.57,28.09,48.98,1.72,74.14,48.34,742,20.45,222.6
14-03-2019,123.53,273.04,19.59,58.99,43.34,37.09,1.3,43.99,27.97,54.65,3.58,80.1,66.49,742,18.77,302.7153846
15-03-2019,65.83,142.21,7.63,49.72,34.57,28.8,1.09,68.77,28.24,50.93,3.14,56.41,101.76,742.09,20.2,128.14
16-03-2019,63.8,152.58,8.65,55.15,31.2,22.05,0.62,82.68,28.31,46.62,2.54,45.98,99.61,742,21.44,135.0533333
17-03-2019,87.53,207.96,21.86,76.67,35.27,22.88,1.25,65.74,28.59,46.41,1.98,55.6,103,742,22.4,191.7666667
18-03-2019,99.39,233.46,15.56,74.59,37.53,24.7,1.08,60.28,28.42,46.23,1.79,57.05,98.93,742,22.77,231.3
19-03-2019,96.79,237.67,21.4,81.27,37.63,27.45,1.4,64.73,28.22,45.67,1.84,67.23,100.82,741.36,24.43,222.6333333
20-03-2019,80.93,187.96,2.72,36.59,37.44,26.38,1.06,69.48,27.64,43.96,2.87,122.85,96.94,741.17,26.56,169.7666667
21-03-2019,80.17,157.33,2.26,28.16,36.19,25.96,1.12,66.12,27.69,43.67,2.23,61.41,97.25,741.7,26.02,167.2333333
22-03-2019,34.16,132.04,1.71,23.56,23.41,20.01,0.64,82.85,28.02,37.78,4.36,67.7,109.01,742,25.49,121.36
23-03-2019,41.18,134.83,1.95,32.33,25.19,22.69,0.72,72.14,28.28,40.71,3.75,78.14,105.96,742,25.13,123.22
24-03-2019,47.99,138.54,2.92,30.56,26.53,29.26,0.66,65.79,28.16,40.64,3.44,88.65,102.29,741.54,26.69,125.6933333
25-03-2019,65.24,167.33,3.92,42.2,31.06,41.38,0.89,50.49,27.85,45.71,3.46,77.35,84.61,741.72,25.19,144.8866667
26-03-2019,73.58,179.42,7.43,48.19,32.88,31.76,0.86,52.21,27.84,45.02,3.24,71.05,105.51,741.89,25.11,152.9466667
27-03-2019,71.41,183.54,14.62,64.49,32.15,29.17,0.95,59.34,27.8,42.23,2.55,88.68,96.99,742,26.28,155.6933333
28-03-2019,110.01,275.54,33.26,93.16,41.18,41.16,1.65,62.6,27.86,45.26,1.28,100.68,99.69,741.67,27.82,266.7
29-03-2019,145.14,349,21.75,80.63,55.48,49.37,1.5,44.72,27.97,47.94,1.33,93.35,93.31,741.28,29.58,319.3384615
30-03-2019,108.02,240.83,12.34,53.88,49.88,37.49,1.26,53.98,27.69,43.61,1.6,95.8,97.32,741.24,31.37,260.0666667
31-03-2019,45.62,183.75,2.46,29.81,29.27,28.13,0.65,75.39,27.79,36.67,4.64,74.31,114.4,741.2,30.65,155.8333333
01-04-2019,51.6,178.58,2.28,33.39,27.54,29.55,0.68,84.6,28.13,36.4,3.84,97.05,115.46,741.25,29.18,152.3866667
02-04-2019,93.57,235.62,11.42,65.51,32.61,51.04,1.15,53.11,27.98,39.88,1.54,100.62,102.23,741.35,28.47,211.9
03-04-2019,92.25,255,22.55,84.57,34.47,31.23,1.37,67.34,27.82,38.2,1.65,80.02,111.86,741.28,29.83,207.5
04-04-2019,134.89,295.04,11.08,70.85,47.63,46.17,1.42,75.02,27.86,41.44,1.37,66.44,99.37,741.33,31.17,311.4538462
05-04-2019,145.6,335.33,18.21,79.07,52.92,44.88,1.88,63.47,28.05,42.46,1.52,86.34,101.76,741.3,32.48,319.6923077
06-04-2019,102.36,345.88,4.94,53.23,45.96,40.15,1.27,60.53,27.94,38.74,1.66,90.01,93.84,741.24,34.08,295.88
07-04-2019,121.99,374.75,3.54,31.45,63.61,30.67,1.36,40.41,27.68,48.52,3.04,110.24,81.67,741,30.96,330.9375
08-04-2019,86.02,318.39,4.82,40.27,42.82,26.23,0.77,53.18,27.96,45.64,2.06,103.09,104.5,741.15,29.49,268.39
09-04-2019,95.98,243.36,7.8,62.71,42.02,36.68,1.12,58.74,28.25,43.35,1.43,90.73,109.66,741.02,30.84,219.9333333
10-04-2019,111.81,283.55,21.67,80.08,47.18,36.34,1.5,62.55,28,41.18,1.61,92.28,111.77,741.3,33.2,272.7
11-04-2019,89.53,240.7,5.75,47.38,44.98,38.02,1.08,66.18,27.64,38.68,1.7,109.51,108.17,741.26,34.04,198.4333333
12-04-2019,72.77,256.89,4.34,47.52,39.5,43.88,0.98,62.89,27.84,38.72,2.77,95.39,100.84,741.25,32.68,206.89
13-04-2019,64.25,218.56,3.58,41.53,39.04,35.37,1.09,58.02,27.93,37.58,3.37,109.89,116.8,741.31,33.13,179.04
14-04-2019,52.53,203.78,3.78,34.5,30.72,40.03,0.74,71.17,27.67,34.31,3.87,110.17,117.54,741.32,34.61,169.1866667
15-04-2019,50.41,211.82,9.01,44.03,26.37,27.46,0.98,67.2,27.94,33.21,2.96,80.84,120.47,741.2,35.68,174.5466667
16-04-2019,58.5,155.05,3.68,29.15,30.54,20.78,0.81,53.09,28.2,47.43,4.66,114.22,53.5,741.3,27.31,136.7
17-04-2019,21.86,51.55,1.58,15.14,27.26,18.02,0.62,61.65,28.22,52.67,3.82,116.28,87.22,741.54,23.86,61.65
18-04-2019,43.04,104.82,4.41,40.77,26.37,26.98,0.76,70.52,28.19,48.53,2.05,93.03,113.4,741.57,26.03,103.2133333
19-04-2019,79.17,183.16,10.24,57.03,31.04,31.83,0.97,80.58,28.24,41.68,2.17,81.2,115.02,741.29,28.7,163.9
20-04-2019,76.64,205.33,9,73.7,30.69,27.22,1.1,72.64,28.17,38.97,1.43,82.41,110.56,741.11,30.67,170.22
21-04-2019,86.68,240.88,13.43,69.13,33.15,26.17,1.16,77.99,28.05,37.03,1.78,82.94,121.53,741,33.02,193.92
22-04-2019,111.5,291.42,18.58,77.61,40.15,31.72,1.18,65.65,28.21,37.33,1.85,87.91,117.21,741,34.1,271.6666667
23-04-2019,92.88,261.25,15,62.89,39.9,31.04,1.13,81.43,28.33,36.47,2.2,112.65,118.94,741.08,36.18,211.25
24-04-2019,75.27,265.88,1.9,30.8,39.41,28.19,0.99,103.56,27.99,37.04,3.11,115.04,109.85,741.28,37.65,215.88
25-04-2019,72.8,278.83,2.69,35.65,42.63,29.34,0.82,81.58,28.22,39.65,3,111.74,92.09,741.21,36.06,228.83
26-04-2019,82.62,252,5,48.73,31.91,42.73,1,82.8,27.77,33.81,2.96,94.58,132.92,741.21,36.56,202
27-04-2019,58.74,312.25,2.08,38.59,24.75,28.46,0.81,73.2,28.01,28.54,4.46,84.69,126.82,741,38,262.25
28-04-2019,63.93,285.29,4.49,42.83,22.82,35.97,0.99,77.76,28.2,26.32,4.2,91.89,128.26,741,37.97,235.29
29-04-2019,79.42,304.88,25.79,80.98,28.21,47.97,1.55,66.27,28.72,26.53,2.66,82.78,123.76,741,37.9,254.88
30-04-2019,113.78,346.08,8.93,61.13,35.2,48.52,1.55,82.14,28.46,28.6,2.41,107.8,115.16,740.74,38.11,296.08
01-05-2019,114.76,360,2.18,46.69,38.38,45.54,2.14,92.07,28.02,31.89,1.76,81.24,102.96,740.62,37.42,312.5
02-05-2019,73.7,333.29,2.05,30,35.73,30.51,1.36,90.41,28.47,35.59,3.65,92.09,99.53,740.97,34.67,283.29
03-05-2019,42.16,161.06,2.68,35.49,31.97,25.65,1.09,88.29,29.22,36.99,3.07,91.8,112.19,741,33.42,140.7066667
04-05-2019,54.57,185.62,6.07,57.85,28.6,22.36,1.5,73.3,27.71,30.43,3.19,54.01,127.18,741.11,35.17,157.08
05-05-2019,74.32,225.58,11.3,73.35,30.03,24.21,2.16,72.65,28.47,27.67,2.88,42.79,128.45,741.22,35.32,183.72
06-05-2019,85.76,285.08,25.01,86.66,32.78,28.43,2.61,72.99,29.32,27.71,2.62,66.39,124.16,741,36.07,235.08
07-05-2019,99.37,402.35,48.02,102.39,36.56,23.28,2.68,45.91,29.64,29.35,2.56,64.31,120.26,741,36.45,365.4375
08-05-2019,129.52,445.71,19.4,70.8,36.53,34.48,2.73,51.55,29.01,28.49,3.16,63.93,120.92,741,37.77,419.6375
09-05-2019,102.45,419.38,13.62,68.55,32.98,28.93,2.46,56.53,29.36,27.9,2.82,64.84,116.53,741,38.49,386.725
10-05-2019,64.21,314.46,3.43,35.35,24.95,19.69,1.3,76.71,29.02,27.34,3.43,60.41,114.96,741,38.98,264.46
11-05-2019,100.37,394.5,2.68,42.09,33.87,28.85,2.25,88.43,29.49,32.05,3.02,54.47,114.27,741,36.49,355.625
12-05-2019,137.46,593.04,2.7,38.89,36.04,30.19,2.15,82.56,29.43,33.47,3.28,55.15,111.22,741,35.78,603.8
13-05-2019,130.75,322.54,5.21,55.16,40.26,40.87,1.74,72.85,29.24,36.46,2.62,89.14,82.78,741,34.83,308.2692308
14-05-2019,59.22,139.25,5.11,55.11,48.25,27.82,1.99,64.06,29.87,43.04,1.98,62.75,101.25,741,31.78,126.1666667
15-05-2019,83.69,184.62,9.91,75.53,50.96,25.24,3.21,35.05,29.26,46.28,2.31,82.85,92.31,741,30.68,178.9666667
16-05-2019,74.32,237,9.43,68.96,50.51,30.9,3.85,52.55,29.23,42.22,2.62,67.76,95.69,741.01,32.75,191.3333333
17-05-2019,69.93,285.95,6.52,42.93,43.09,23.29,2.38,54.8,27.89,46.9,2.96,74.89,109.75,741.07,30.74,235.95
18-05-2019,38.11,87.12,4.03,41.5,51.68,16.28,2.87,62.55,27.65,51.38,2.44,67.03,130.85,741,29.2,110.875
19-05-2019,68.56,145.83,2.74,48.2,41.18,24.2,1.83,91.4,28.3,39.01,2.63,44.47,129.28,741.01,34,130.5533333
20-05-2019,73.47,209.59,15.61,78.03,33.76,24.62,2.2,76.4,28.8,35.22,2.14,47.29,126.31,741.22,36.11,173.06
21-05-2019,67.39,201.47,5.62,59.62,32.95,27.86,1.6,78.5,29.64,33.55,2.2,49.79,126.59,741.01,37.39,167.6466667
22-05-2019,56.96,230.36,10.65,70.97,34.29,20.92,1.76,50.55,28.9,37.53,1.52,60.08,70.77,741,35.71,186.9066667
23-05-2019,75.67,262.64,13.56,65.98,41.26,32.8,1.88,59.32,29.02,37.82,2.33,67.84,102.68,741,36.49,212.64
24-05-2019,47.19,133.46,4.47,46.55,43.38,34.16,1.63,46.77,29.39,44.75,3.84,59.85,119.81,741,32.63,122.3066667
25-05-2019,33.75,126.81,2.34,38.69,34.34,21.21,1.28,79.69,29.32,38.74,4.39,53.24,137.5,741,34.86,117.8733333
26-05-2019,49.02,150.34,2.24,41.88,27.41,30.56,1.36,97.55,29.2,34.05,3.36,49.83,139.23,741,36.02,133.56
27-05-2019,53.78,188.84,2.62,52.96,26.34,34.75,1.4,84.65,29.26,30.2,3.42,55.94,136.17,741,38.52,159.2266667
28-05-2019,44.69,167.45,3.72,57.8,26.67,30.15,1.35,91.3,29.32,26.17,3.4,43.66,139.97,741,39.38,144.9666667
29-05-2019,55.57,207.17,15.76,91.74,30.84,26.76,1.92,69.55,29.04,29.14,2.51,52.21,134.22,740.73,39.6,171.4466667
30-05-2019,67.73,246.79,27.95,93.84,32.11,25.77,1.92,60.07,28.55,29.12,2.18,62.2,130.17,740.44,40.53,197.86
31-05-2019,67.17,325.26,4.01,50.2,25.27,27.12,1.11,86.77,26.9,28.89,2.39,72.9,118.99,740.72,41.57,275.26
01-06-2019,72.42,246.58,1.74,34.93,38.6,25.87,1.58,80.28,27.02,38.36,2.54,107.29,119.97,740.59,39.35,197.72
02-06-2019,59.46,211.21,1.29,25.21,48.13,17.21,1.36,63.19,27.34,42.44,3.93,117,116.95,740.57,39.29,174.14
03-06-2019,49.92,314.42,1.39,24.99,39.42,17.63,1.21,78.55,27.44,42.02,4.66,119.33,116.97,740.72,37.11,264.42
04-06-2019,42.08,150.88,1.21,28.88,25,16.48,1.36,91.57,27.58,41.6,3.63,115.79,120.07,740.92,37.44,133.92
05-06-2019,60.38,221.46,0.95,30.09,26.43,23.37,1.52,75.1,27.4,38.23,2.37,100.84,116.39,740.73,39.91,180.9733333
06-06-2019,57.11,227.83,1.58,29.09,22.28,20.46,1.16,75.7,27.6,36.67,2.57,96.44,108.85,740.76,39.88,185.22
07-06-2019,43.5,128.95,0.96,29.29,21.07,24.78,1.23,90.47,27.53,43.12,2.53,105.73,121.57,741,36.09,119.3
08-06-2019,64.04,184.5,4.7,46.88,32.89,28.99,1.48,71.7,27.35,39.05,2.19,86.03,126.94,740.97,39.5,156.3333333
09-06-2019,91.46,245.38,2.69,54.11,32.46,33.7,1.53,73.14,28.7,34.42,1.67,90.38,121.84,740.46,40.36,204.8666667
10-06-2019,84.76,257.38,3.69,31.415,31.05,36.2,1.58,73.02,29.53,31.49,1.73,87.17,123.54,740.25,40.27,207.38
11-06-2019,108.04,582.38,3.69,31.415,31.05,30.74,1.19,71.82,29.1,30.3,2.38,75.78,105.54,740.26,42.26,590.475
12-06-2019,47.29,295.02,3.69,31.415,31.05,18.74,1.06,83.87,29,39.23,4.38,106.24,120.39,740.5,37.56,245.02
13-06-2019,50.75,222.75,3.69,31.415,31.05,21.93,1.09,83.42,28.58,38.49,2.47,92.73,121.07,740.51,38.89,181.8333333
14-06-2019,41.01,212.14,3.69,31.415,31.05,16.23,1.34,88.24,28.47,31.73,3.3,43.29,131.85,740.38,40.55,174.76
15-06-2019,67.44,322.42,3.69,31.415,31.05,22.97,1.43,74.52,28.77,29.6,2.92,60.44,122.19,740.32,40.98,272.42
16-06-2019,34.21,189.98,3.69,31.415,31.05,14.58,0.93,60.99,28.57,42.1,3.78,51.4,75.64,740.7,35.22,159.9866667
17-06-2019,30.75,136.13,3.69,31.415,31.05,16.1,0.58,49.89,28.67,43.54,2.66,59.84,52.11,740.51,33.5,124.0866667
18-06-2019,27.45,87.91,3.69,31.415,31.05,14.45,1.6,67.29,29.33,51.01,3.36,69.11,94,740.7,29.74,87.91
19-06-2019,68.99,195.38,3.69,31.415,31.05,30.52,0.81,61.98,28.28,49.1,2.48,102.05,114.02,740.59,32.79,163.5866667
20-06-2019,38.79,105.36,3.69,31.415,31.05,23.65,1.48,85.88,28.25,46.31,2.23,106.2,130.92,741,34.56,103.5733333
21-06-2019,62.49,174.39,3.69,31.415,31.05,22.97,2.02,73.07,28.14,44.91,1.59,95.94,89.56,741,36.24,149.5933333
22-06-2019,71.72,201.81,3.69,31.415,31.05,33.45,1.74,96.51,28.04,39.67,2.69,80.41,128.34,741,38.37,167.8733333
23-06-2019,27.96,100,3.69,31.415,31.05,16.28,1.71,67.37,28.23,46.54,4.02,116.04,129.24,741,36.39,100
24-06-2019,17.61,61.96,1.51,17.83,45.71,13.77,1.92,47.9,28.5,53.09,3.45,104.72,101.28,741,32.89,96
25-06-2019,38.32,97.56,0.9,21.86,36.56,20.66,1.62,78.76,28.95,47.58,1.87,89.45,108.42,741,36.43,97.56
26-06-2019,58.81,166.54,1.62,33.86,32.85,24.73,1.89,83.87,28.91,43.09,2.48,79.17,114.73,740.67,39.13,144.36
27-06-2019,68.43,277.04,2.04,42.29,30.97,22.59,2.14,77.01,29.02,40.8,3.09,64.04,117.29,740.2,38.42,227.04
28-06-2019,51.41,245.68,6.02,45.7,27.05,18.31,1.99,55.98,29.1,37.94,2.92,42.66,116.53,740.15,39.03,197.12
